Common_Name,SMILES,MorganFingerprint,Predicted_Prob,Predicted_Activity
Maralixibat,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,[0 0 0 ... 0 0 0],0.94687873,1
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1,[0 0 0 ... 0 0 0],0.94679195,1
3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,[0 0 0 ... 0 0 0],0.9467737,1
Oxetorone,CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21,[0 0 0 ... 0 0 0],0.9467066,1
Varoglutamstat,CCCOc1ccc([C@H]2CNC(=O)N2c2ccc3[nH]cnc3c2)cc1,[0 0 0 ... 0 0 0],0.9448686,1
Isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,[0 0 0 ... 0 0 0],0.94430757,1
Amrubicin,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,[0 1 0 ... 0 0 0],0.9432149,1
FDL169,CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1,[0 0 0 ... 0 0 0],0.9425986,1
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1,[0 0 0 ... 0 0 0],0.9424824,1
Pyrvinium,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,[0 0 0 ... 0 0 0],0.94241834,1
Caflanone,COc1cc(-c2cc(=O)c3c(O)cc(O)c(CC=C(C)C)c3o2)ccc1O,[0 0 0 ... 0 0 0],0.9399076,1
Chlorogenic Acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.93867046,1
"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,[0 0 0 ... 0 0 0],0.9382515,1
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,[0 0 0 ... 0 0 0],0.93809974,1
Ceftobiprole medocaril,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,[0 0 0 ... 0 0 0],0.93803483,1
Dabigatran etexilate,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,[0 0 0 ... 0 0 0],0.9376449,1
"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,[0 1 0 ... 0 0 0],0.9368575,1
"naphthalene-1,2,4,5,7-pentol",Oc1cc(O)c2c(O)cc(O)c(O)c2c1,[0 0 0 ... 0 0 0],0.9366513,1
Pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,[0 0 0 ... 0 0 0],0.93628323,1
THK-5351 F-18,CNc1ccc(-c2ccc3cc(OC[C@H](O)C[18F])ccc3n2)cn1,[0 1 0 ... 0 0 0],0.9359487,1
THK-5351,CNc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cn1,[0 1 0 ... 0 0 0],0.9359487,1
Chrysin,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,[0 0 0 ... 0 0 0],0.93591094,1
Plicamycin,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,[1 1 0 ... 0 0 0],0.9354799,1
Isoquercetin,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,[0 0 0 ... 0 0 0],0.9352648,1
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1,[0 0 0 ... 0 0 0],0.9339598,1
Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,[0 0 0 ... 0 0 0],0.93352383,1
(Z)-3-BENZYL-5-(2-HYDROXY-3-NITROBENZYLIDENE)-2-THIOXOTHIAZOLIDIN-4-ONE,O=C1/C(=C/c2cccc([N+](=O)[O-])c2O)SC(=S)N1Cc1ccccc1,[0 0 0 ... 0 0 0],0.93316567,1
"5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid",COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,[0 0 0 ... 0 0 0],0.93309987,1
LY-3023414,CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,[0 1 0 ... 0 0 0],0.93266124,1
Deglucobalhimycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)C(O)(O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O)Oc2ccc(cc2Cl)[C@H]1O,[0 1 0 ... 0 0 0],0.93252707,1
"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,[0 0 0 ... 0 0 0],0.9323754,1
3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,CC(C)N(c1cc(-c2ccccc2)sc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,[0 1 0 ... 0 0 0],0.932358,1
10-decarboxymethylaclacinomycin A,CC[C@]1(O)Cc2cc3c(c(O)c2[C@@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@@H]4C[C@H](O)[C@@H](O[C@H]5CCC(=O)[C@@H](C)O5)[C@H](C)O4)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,[0 0 0 ... 0 0 0],0.9322024,1
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,CC(C)C[C@H](NC(=O)c1ccco1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)P(=O)(O)O,[0 1 0 ... 0 0 0],0.9321473,1
Orforglipron,Cc1cc(-n2nc3c(c2-n2ccn(-c4ccc5c(cnn5C)c4F)c2=O)[C@H](C)N(C(=O)c2cc4cc([C@H]5CCOC(C)(C)C5)ccc4n2[C@@]2(c4noc(=O)[nH]4)C[C@@H]2C)CC3)cc(C)c1F,[0 0 0 ... 0 0 0],0.932126,1
Ziftomenib,CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1,[0 1 0 ... 0 0 0],0.93200976,1
BAY-876,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,[0 0 0 ... 0 0 0],0.93188906,1
LY-2623091,C[C@H](CN1CCOCC1)n1c(NC(N)=O)nc2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc21,[0 1 0 ... 0 0 0],0.9313444,1
Raltitrexed,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,[0 1 0 ... 0 0 0],0.9313347,1
Olodaterol,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,[0 1 0 ... 0 0 0],0.930969,1
"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",Nc1nc(=O)c2cc(C[C@@](O)(CNCC(=O)N[C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1,[0 1 0 ... 0 0 0],0.93088794,1
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,O=C([O-])/C(=C\OP(=O)=O)c1ccccc1,[0 0 0 ... 0 0 0],0.9306288,1
Dithiazanine,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,[0 0 0 ... 0 0 0],0.9303422,1
LGD-3303,CCc1c(C)c2c3c(Cl)cc(=O)[nH]c3ccc2n1CC(F)(F)F,[0 0 0 ... 0 0 0],0.9298643,1
Kaempherol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,[0 0 0 ... 0 0 0],0.92976826,1
Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.9294471,1
Ciluprevir,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,[0 1 1 ... 0 0 0],0.9292093,1
Pilaralisib,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,[0 0 0 ... 0 0 0],0.9289786,1
AMG-319,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,[0 1 0 ... 0 0 0],0.92857283,1
"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",COc1ccc(C(=O)N/N=C/c2cc(Br)c(O)c(Br)c2O)cc1,[0 0 0 ... 0 0 0],0.9280948,1
Nifuroxazide,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,[0 0 0 ... 0 0 0],0.92742443,1
Licochalcone A,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,[0 0 0 ... 0 0 0],0.92719215,1
"5,7,2′-trihydroxy-6,8-dimethoxyflavone",COc1c(O)c(OC)c2oc(-c3ccccc3O)cc(=O)c2c1O,[0 0 0 ... 0 0 0],0.9267773,1
"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12,[0 0 0 ... 0 0 0],0.9256627,1
Macimorelin,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,[0 1 0 ... 0 0 0],0.9252796,1
Monoxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,[0 0 0 ... 0 0 0],0.92486787,1
NM-3,COc1cc(O)c2c(=O)oc(C(C)C(=O)O)cc2c1,[1 1 0 ... 0 0 0],0.9247914,1
Florbetapir F-18,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,[0 0 0 ... 0 0 0],0.9247033,1
3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1,[0 0 0 ... 0 0 0],0.9246013,1
PF-06459988,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,[0 0 0 ... 0 0 0],0.92459804,1
BIIB021,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,[0 0 0 ... 0 0 0],0.92457175,1
Lumacaftor,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,[0 0 0 ... 0 0 0],0.92454636,1
11C-AMT,[11CH3][C@](N)(Cc1c[nH]c2ccccc12)C(=O)O,[0 0 0 ... 0 0 0],0.9245126,1
5-monophosphate-9-beta-D-ribofuranosyl xanthine,O=c1[nH]c(=O)c2[nH]c[n+]([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,[0 0 0 ... 0 0 0],0.92405295,1
GSK-1292263,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,[0 1 0 ... 0 0 0],0.9240459,1
"(10R)-10-formyl-5,8,10-trideazafolic acid",Nc1nc(=O)c2cc(C[C@@H](C(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1,[0 1 0 ... 0 0 0],0.92400914,1
"10-formyl-5,8,10-trideazafolic acid",Nc1nc(=O)c2cc(C[C@H](C(=O)O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH]1,[0 1 0 ... 0 0 0],0.92400914,1
"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,[0 0 0 ... 0 0 0],0.9238733,1
Gentian violet cation,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,[0 0 0 ... 0 0 0],0.92249525,1
Indolepropionic acid,O=C(O)CCc1c[nH]c2ccccc12,[0 0 0 ... 0 0 0],0.92246693,1
Voxilaprevir,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,[0 1 0 ... 0 0 0],0.9216635,1
Nifurtoinol,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,[0 0 0 ... 0 0 0],0.9212872,1
BMS-986251,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,[0 0 0 ... 0 0 0],0.920572,1
XV638,O=C(Nc1nccs1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nccs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,[0 0 0 ... 0 0 0],0.91951996,1
Ataciguat,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,[0 0 0 ... 0 0 0],0.9184127,1
N-Methylnaloxonium,C=CC[N@+]1(C)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,[0 0 0 ... 0 0 0],0.91834456,1
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,[0 0 0 ... 0 0 0],0.91805255,1
AR-AO-14418,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,[0 0 0 ... 0 0 0],0.91789925,1
BMS-599626,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,[0 0 0 ... 0 1 0],0.91784483,1
Acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,[0 0 0 ... 0 0 0],0.9177886,1
Biochanin A,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,[0 0 0 ... 0 0 0],0.91681975,1
2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,N[C@@H](Cc1cc(N/C(=C/C=O)COc2ccc3ccccc3c2)c(O)cc1O)C(=O)O,[0 1 0 ... 0 0 0],0.9167905,1
Cloxazolam,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,[0 0 0 ... 0 0 0],0.91615975,1
Furazolidone,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,[0 0 0 ... 0 0 0],0.9159743,1
Disperse Blue 106,CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,[0 0 0 ... 0 0 0],0.91580117,1
KB3305,CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCO[C@H]4CC[C@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@]21C,[0 1 0 ... 0 0 0],0.9151476,1
Tegaserod,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,[0 0 0 ... 0 0 0],0.9150932,1
Pirenoxine,O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,[0 0 0 ... 0 0 0],0.91506284,1
Fobrepodacin,CCNC(=O)Nc1nc2cc(-c3cnc(C(C)(C)OP(=O)(O)O)nc3)c(F)c([C@H]3CCCO3)c2[nH]1,[0 0 0 ... 0 0 0],0.91490185,1
AMG-208,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,[0 1 0 ... 0 0 0],0.91469085,1
Amcasertib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C,[0 0 0 ... 0 0 0],0.914449,1
MK-4965,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)ccc2Cl)c1,[0 0 0 ... 0 0 0],0.9143124,1
Plevitrexed,C#CCN(Cc1cc2c(=O)nc(C)[nH]c2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,[0 1 0 ... 0 0 0],0.91386586,1
"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",Cc1ccc(C(=O)Nc2cc(C(=O)N(C)C)cc(-c3ccc(C(=O)NO)cc3)c2)cc1,[0 0 0 ... 0 0 0],0.9137103,1
Salvianolic acid B,O=C(/C=C/c1ccc(O)c2c1[C@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,[0 1 0 ... 0 0 0],0.91337365,1
PLX8394,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,[0 0 0 ... 0 0 0],0.9121676,1
TMC-310911,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CCN(C4CCCC4)CC3)sc2c1,[0 1 0 ... 0 0 0],0.91182226,1
4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM,O=C(Nc1c[nH]nc1-c1nc2ccc(C[NH+]3CCOCC3)cc2[nH]1)NC1CC1,[0 0 0 ... 0 0 0],0.9113554,1
Exisulind,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,[0 0 0 ... 0 0 0],0.911303,1
ATX-914,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2Cc1ccc2nc(Br)cnc2c1,[0 1 0 ... 0 0 0],0.9110723,1
JNJ-38877618,FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12,[0 1 0 ... 0 0 0],0.91073126,1
4-Iodobenzo[B]Thiophene-2-Carboxamidine,NC(=[NH2+])c1cc2c(I)cccc2s1,[0 0 0 ... 0 0 0],0.9104543,1
Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,[0 0 0 ... 0 0 0],0.9103563,1
Givinostat,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,[0 0 0 ... 0 0 0],0.91006756,1
Nanatinostat,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc3cc(F)ccc3n2)nc1,[0 0 0 ... 0 0 0],0.9092704,1
3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,O=C[C@H](CC(=O)O)NC(=O)[C@@H](CCCCNC(=O)c1ccc2cccc(O)c2n1)c1cccs1,[0 1 0 ... 0 0 0],0.90912616,1
Trypan blue free acid,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,[1 0 0 ... 0 0 0],0.9089482,1
Rhamnetin,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,[0 0 0 ... 0 0 0],0.90786743,1
Eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,[0 0 0 ... 0 0 0],0.9078615,1
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,[0 0 0 ... 0 0 0],0.90769064,1
Riboflavin tetrabutyrate,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,[0 1 0 ... 0 0 0],0.90752435,1
(1S)-1-Phenylethyl (4-acetamidobenzyl)phosphonate,CC(=O)Nc1ccc(CP(=O)([O-])O[C@@H](C)c2ccccc2)cc1,[0 1 0 ... 0 0 0],0.90746456,1
Chrysoeriol,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,[0 0 0 ... 0 0 0],0.90738046,1
Funapide,O=C1N(Cc2ccc(C(F)(F)F)o2)c2ccccc2[C@]12COc1cc3c(cc12)OCO3,[0 0 0 ... 0 0 0],0.90725935,1
GS-9256,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(P(=O)(O)Cc6c(F)cccc6F)C[C@H]5CCCCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1Cl,[0 1 1 ... 0 0 0],0.9071176,1
Dipropyl-4-hydroxytryptamine,CCCN(CCC)CCc1c[nH]c2cccc(O)c12,[0 0 0 ... 0 0 0],0.9064978,1
"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",O=C1OC(c2ccc(O)c(Br)c2)(c2ccc(O)c(Br)c2)c2cccc3c(Cl)ccc1c23,[0 0 0 ... 0 0 0],0.9060575,1
Cavosonstat,O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,[0 1 0 ... 0 0 0],0.90596116,1
Isoquercitrin,O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,[0 1 0 ... 0 0 0],0.90585804,1
[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid,C[C@H](O)[C@H](N)c1nc(Cc2c[nH]c3cccc(F)c23)c(O)n1CC(=O)O,[0 1 0 ... 0 0 0],0.9057364,1
Tiratricol,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,[1 0 0 ... 0 0 0],0.90525657,1
Nifurzide,O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])s1,[0 0 0 ... 0 0 0],0.9051591,1
Diethylamino hydroxybenzoyl hexyl benzoate,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,[0 0 0 ... 0 0 1],0.90487164,1
Rostaporfin,CCOC(=O)C1=Cc2c3nc(cc4[n-]c(cc5nc(cc6[n-]c2[C@]1(CC)[C@@H]6C)C(CC)=C5C)c(CC)c4C)C(CC)=C3C.[Cl-].[Sn+4],[0 0 0 ... 0 0 0],0.9042611,1
Dantrolene,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,[0 0 0 ... 0 0 0],0.9039876,1
"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",COc1cc[nH]c1/C=C1\C(=O)Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21,[0 1 1 ... 0 0 0],0.90381986,1
Entrectinib,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,[0 0 1 ... 0 0 0],0.90375346,1
